id,codigo,nome,categoria,subcategoria,quantidade,unidade,valor_unitario
e7e757b8-a343-4cd7-abd2-518c8c8698ae,PLACA-AUTOMACAO,Placa de automação,Painel elétrico,Automação,0,un,0
1669a2b7-7ad0-4d66-beb7-aa69efb8353e,GE-000030,PORCA PARLOCK BAIXA M6X1.0,Fixadores,Parafusos,400,un,0
31806ce2-94c9-40a8-bca5-9b671373363e,P3D-055,PORCA PARLOCK M10,Fixadores,Porcas,0,un,0
e54d0d67-e6b2-4558-bbab-635005c01886,FIX-6,PORCA PARLOCK M6,Fixadores,Parafusos,0,un,0
f1e2ade8-4cc4-485d-ab4f-117c499be965,P3D-054,PORCA PARLOCK M8,Fixadores,Porcas,0,un,0
b46fb57b-9708-4a4d-bf6a-91b74f38f213,P3D-033,PORTA SILO PENEIRA DE 3 DECKS,Estruturas Metálicas,Proteções,0,un,0
fb4ca787-0334-4baa-a60b-0b5773ccf86f,POSTES-FINAIS,Postes finais,Painel elétrico,Fixação e acabamento,1,un,0
53ad273a-5e84-4877-88e2-0b57edc00715,PRENSA-CABO-1-2-22MM,"Prensa-cabo 1/2"" 22 mm",Painel elétrico,Prensa-cabos,7,un,0
0ae9eafe-4909-4212-a6b4-a8dbeeb39bb5,QUADRO-IND-40X40X20,Quadro industrial 40 x 40 x 20 cm,Painel elétrico,Quadros industriais,0,un,0
593e036d-9fdc-4498-89a5-a11466320d06,GE-000101,REBITADEIRA PNEUMATICA,Ferramentas,Manuais,1,un,0
484570af-52d6-4de2-ba92-5e5478f3ac2a,P3D-020,REFORÇO QUADRO CANTONEIRA PENEIRA DE 3 DECKS,Estruturas Metálicas,Chassis,0,un,0
2a49cf4e-e858-4330-891f-dedff2093828,GE-000082,REGUA PEQ,Ferramentas,Manuais,2,un,0
5802e749-092b-4605-9706-c4a378abd319,GE-000102,RETIFICA,Ferramentas,Manuais,1,un,0
8744ef89-7287-4b61-9094-3a17b3503add,51104,Rolamento 51104,Rolamentos,Rolamento axial,2,un,0
4f13b9f8-ae95-4ae4-b469-88cbb75f17d1,6000-2RS,Rolamento 6000-2RS,Rolamentos,Rolamento,2,un,0
40d2f1fb-89b9-43c4-a92c-d83d666036c6,6204-2RS,Rolamento 6204-2RS,Rolamentos,Rolamento,3,un,0
c8ba01cb-bbf3-42d8-846a-800b8ae3f8ce,LME30UU,Rolamento LME30UU,Rolamentos,Rolamento linear,7,un,0
24aabf5c-80c4-453d-a503-308a4bc03129,ROL-16,Rolamento LMEF16UU,Transmissão Mecânica,Rolamentos,1,un,0
2132458a-a1b2-40c3-ba0b-ca0add6b65de,LMEF25LUU,Rolamento LMEF25LUU,Rolamentos,Rolamento linear flangeado,4,un,0
d13af214-5f8f-4b31-a569-853831a8c3ee,ROL-25,Rolamento LMEF25UU,Transmissão Mecânica,Rolamentos,10,un,0
015a2412-1422-43e5-8d07-62c1a2cb26d4,LMEF30UU,Rolamento LMEF30UU,Rolamentos,Rolamento linear flangeado,4,un,0
a098aac5-d058-47e8-844e-2d86806db58c,UC205-HS,Rolamento UC205-HS,Rolamentos,Rolamento,6,un,0
ec9ad389-6b3a-4c8e-8f9a-e6c9ad0a7dc0,SINALEIRO-22MM-3CORES,Sinaleiro 22 mm - kit com 3 cores,Painel elétrico,Sinaleiros,3,kit,0
a069bb7c-53e9-41d2-bdfb-7f74d3c77c8b,P3D-021,SUPORTE BICA FRONTAL PENEIRA DE 3 DECKS,Estruturas Metálicas,Suportes,0,un,0
e18b4be8-aef5-4704-8de2-f98332de6fbd,P3D-022,SUPORTE BICA PENEIRA DE 3 DECKS,Estruturas Metálicas,Suportes,0,un,0
b8fa1396-4c21-400a-8753-d6ac8c1d924a,P3D-023,SUPORTE CALHA PÓ PENEIRA DE 3 DECKS ATU,Estruturas Metálicas,Suportes,0,un,0
f893d1c5-466f-4b05-82ef-2c087e1e1462,P3D-034,SUPORTE PORTA SILO PENEIRA DE 3 DECKS,Estruturas Metálicas,Suportes,0,un,0
91cd36c1-d982-44bb-916d-a67981cb07e2,P3D-037,TAMPA 2MM - PENEIRA,Estruturas Metálicas,Proteções,0,un,0
d7ff0cae-1979-4be9-b6a6-bc0458e63071,P3D-024,TAMPA BICA FRONTAL PENEIRA DE 3 DECKS,Estruturas Metálicas,Proteções,0,un,0
f19f538c-9d49-4ed8-a2c7-341664807665,P3D-038,TAMPA COPO NYLON - PENEIRA,Estruturas Metálicas,Proteções,0,un,0
649f2051-9263-48ae-821a-f0058a400c59,P3D-025,TAMPA MAIOR BICA PENEIRA DE 3 DECKS,Estruturas Metálicas,Proteções,0,un,0
8ddaf49f-783a-4794-8966-654ac083c70e,P3D-026,TAMPA MEDIA BICA PENEIRA DE 3 DECKS,Estruturas Metálicas,Proteções,0,un,0
7d72ad59-fe4e-474c-a2f0-e674decdaa5a,P3D-027,TAMPA MENOR BICA PENEIRA DE 3 DECKS,Estruturas Metálicas,Proteções,0,un,0
aae4c23d-ffd6-4cc7-ad54-460339553185,P3D-028,TAMPA SUPERIOR BICA FRONTAL PENEIRA DE 3 DECKS,Estruturas Metálicas,Proteções,0,un,0
b95f8998-9090-4bd0-9baf-abba20b8e120,TELA-10-24,Tela inox 10/24,Telas,Tela inox,10,m,0
efb16a79-b392-4d54-98f1-dc8bb5959128,TELA-30-32,Tela inox 30/32,Telas,Tela inox,10,m,0
8a5c5bff-5651-47d1-bde2-69d7b280a8d9,TELA-8-21,Tela inox 8/21,Telas,Tela inox,6,m,0
15147487-2049-4f0a-a305-bc7ce1145e60,GE-000022,TESOURA COMUM,Ferramentas,Manuais,1,un,0
20a47489-3586-4fdc-b863-c83d3cbd3fea,GE-000023,TESOURA CORT. TELA,Ferramentas,Manuais,1,un,0
137b80d0-1192-40e1-8986-781eb5d17c6e,GE-000117,TRANSFORMADOR 127/220,Ferramentas,Manuais,1,un,0
f71a0ef2-6d84-4d53-b12c-bf657f114240,GE-000084,TRENA 5M,Ferramentas,Manuais,1,un,0
9a68af53-3bda-4450-8581-e5d160cbd3ca,TRILHO-DIN-32MM,Trilho DIN 32 mm,Painel elétrico,Fixação e montagem,0,un,0
a762a727-7163-434a-9399-e0a078ff73fa,ITEM-40-40,TUDO QUADRADO EXTERNO 40x40MM PVC,Consumíveis,Estopas,0,un,0
b183d97f-ea6d-47a0-803d-7527f11061a5,VOLTIMETRO-22MM,Voltímetro 22 mm,Painel elétrico,Medição,5,un,0
